id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,plataforma,duration_int,duration_type,score
as223,movie,under western stars,joseph kane,"roy rogers, smiley burnette, carol hughes, maple city four, guy usher, tom chatterton, kenneth harlan, alden 'stephen' chase, brandon beach, earl dwire, jean fowler, dora clement, dick elliott, burr caruth, slim whitaker, jack rockwell, frankie marvin, roy bucko, fred burns, bob card, tommy coats, tex cooper, art dillard, curley dresden, herman hack, henry hall, earle hodgins, jack ingram, art janes, jane keckley, jack kirk, merrill mccormick, fritz meissner, george montgomery, milburn morante, george morrell, jack o'shea, pat petterson, al rice, duke taylor, trigger, bill wolfe",Sin dato,Sin dato,1938,13+,60 min,western,amazon,60,min,3.5308641975308643
as225,movie,under the boardwalk: the monopoly story,kevin tostado,zachary levi,united states,Sin dato,2011,G,88 min,documentary,amazon,88,min,3.5226377952755907
as226,movie,under nevada skies,frank mcdonald,"roy rogers, george ""gabby"" hayes, dale evans, douglas dumbrille, leyland hodgson, tristram coffin, rudolph anders, iron eyes cody, bob noland and the sons of the pioneers",Sin dato,Sin dato,1946,13+,69 min,western,amazon,69,min,3.5543689320388347
as228,movie,uncle tom,justin malone,"candace owens, larry elder, chad jackson, brandon tatum, rev. jesse lee peterson",Sin dato,Sin dato,2020,18+,107 min,documentary,amazon,107,min,3.498987854251012
as229,movie,uncle joe shannon,joseph c. hanwright,"doug mckeon, burt young",Sin dato,Sin dato,1978,13+,108 min,drama,amazon,108,min,3.533333333333333
as232,movie,uncaged,dick maas,"sophie van winden, abbey hoes, mark frost, julian looman",Sin dato,Sin dato,2020,18+,108 min,horror,amazon,108,min,3.530462184873949
as234,movie,ultimate fight,ernie reyes jr.,"corin nemec, ernie reyes jr., daniella evangelista",Sin dato,Sin dato,2004,R,91 min,action,amazon,91,min,3.592445328031809
as235,movie,ujda chaman (4k uhd),abhishek pathak,"sunny singh, maanvi gagroo, karishma sharma, saurabh shukla, gagan arora, aishwarya sakhuja",Sin dato,Sin dato,2019,NR,115 min,comedy,amazon,115,min,3.538302277432712
as236,movie,ufotv presents: the mystery of the sphinx - new scientific evidence - expanded directors cut,bill cote,johnanthonywest.dr.robertm.schoch,Sin dato,Sin dato,2016,ALL,93 min,special interest,amazon,93,min,3.5488322717622083
as237,movie,ufotv presents the occult extraterrestrial war - america's secret space fleet,jim nichols,jim nichols,Sin dato,Sin dato,2017,ALL,38 min,documentary,amazon,38,min,3.534482758620689
as238,movie,ufotv presents the day before disclosure,terje toftenes,"dr edgar mitchell, dr. steven greer, md, richard dolan, robert hastings, stephen bassett, nick pope, jim mars, robert dean, peter robins, wendelle stevens, linda moulton howe, stanton friedman, bud hopkins, dr. david jacobs, bruce maccabee, dr. michael salla, and many more",Sin dato,Sin dato,2017,13+,104 min,special interest,amazon,104,min,3.49375
as239,movie,ufotv presence: i know what i saw,james fox,peter coyote,Sin dato,Sin dato,2015,13+,92 min,special interest,amazon,92,min,3.5455445544554456
as240,movie,ufos - the secret history,david cherniack,"michael d. swords phd., jerome clark, david jacobs ph.d., thomas e. bullard ph.d., budd hopkins, travis walton, maj. robert friend (usaf rtd.), bruce maccabee ph.d., j. gordon melton ph.d., david rudiak",united states,Sin dato,2016,ALL,102 min,special interest,amazon,102,min,3.526205450733753
as244,movie,two weeks to live,malcolm st. clair,"lum and abner, chester lauck, norris goff",Sin dato,Sin dato,1943,PG,157 min,action,amazon,157,min,3.5074786324786325
as245,movie,twinkle twinkle little star & more classic nursery rhymes by little baby bum,cannis holder,Sin dato,Sin dato,Sin dato,2019,ALL,43 min,kids,amazon,43,min,3.528
as246,movie,twenty bucks,keva rosenfeld,"linda hunt, brendan fraser, elisabeth shue, steve buscemi, christopher lloyd, william h. macy, jeremy piven, david schwimmer",Sin dato,Sin dato,1993,R,91 min,arthouse,amazon,91,min,3.4947698744769875
as247,movie,tv in black: the first fifty years,dante j. pugliese,"will smith, muhammad ali, desi arnaz, bernie mac, bill cosby, john amos, jonelle allen",Sin dato,Sin dato,2004,13+,91 min,arts,amazon,91,min,3.62979683972912
as250,movie,turning tables,austin nwaolie,"ben lugo touitou, uche nwaefuna, chioma okafor, chamberlyne okoro, chime, chinenye aniemena, ike onyema, vincent okonkwo",Sin dato,Sin dato,2020,16+,118 min,drama,amazon,118,min,3.533333333333333
as251,movie,turn of the cheek,janaya n black,"krystal lanae hill, aqeel ash-shakoor, dominic ovando, neisha neshae",Sin dato,Sin dato,2020,G,139 min,drama,amazon,139,min,3.617416829745597
as253,movie,tuff turf,"bill bixby, charles braverman, jackie cooper","james spader, robert downey jr., kim richards, paul mones",Sin dato,Sin dato,1985,R,112 min,action,amazon,112,min,3.600886917960089
as255,movie,try not to laugh - black comics,laugh factory,"clayton thomas, chloe hilliard",Sin dato,Sin dato,2018,13+,15 min,arts,amazon,15,min,3.577004219409283
as257,movie,trust,angus benfield,"chelsea bennett, suzan marie ghaleb, danny elacci",Sin dato,Sin dato,2018,ALL,93 min,drama,amazon,93,min,3.5116772823779194
as258,movie,truly texas mexican,adán medrano,adán medrano,Sin dato,Sin dato,2021,13+,87 min,documentary,amazon,87,min,3.3890041493775933
as259,movie,true colors,herbert ross,"richard widmark, dina merrill, philip bosco, paul guilfoyle, steve morley",united states,Sin dato,1991,R,110 min,drama,amazon,110,min,3.578846153846154
as260,movie,truck tunes 2,jim gardner,Sin dato,Sin dato,Sin dato,2014,ALL,27 min,kids,amazon,27,min,3.4980879541108987
as262,movie,tropic thunder,ben stiller,"ben stiller, jack black, robert downey","united states, united kingdom, germany",Sin dato,2008,R,107 min,action,amazon,107,min,3.567484662576687
as263,movie,trois 3: the escort,sylvain white,"brian white, patrice fisher, reagan gomez-preston",Sin dato,Sin dato,2004,R,95 min,drama,amazon,95,min,3.5878995433789957
as264,movie,triple seat (4k uhd),sanket prakash pavse,"ankush chaudhari, shivani surve, pallavi patil",india,Sin dato,2019,NR,126 min,comedy,amazon,126,min,3.511603375527426
as265,movie,trilogy of terror,dan curtis,"karen black, robert burton, john karlen, george gaynes, jim storm, gregory harrison, kathryn reynolds, tracy curtis, orin cannon, walker edmiston",Sin dato,Sin dato,1975,G,72 min,horror,amazon,72,min,3.528397565922921
as269,movie,transpecos,greg kwedar,"johnny simmons, gabriel luna, clifton collins, jr.",Sin dato,Sin dato,2016,16+,86 min,action,amazon,86,min,3.4743852459016398
as271,movie,transmilitary,gabriel silverman,"laila ireland, logan ireland, jennifer peace, el cook, sue fulton",Sin dato,Sin dato,2019,16+,93 min,documentary,amazon,93,min,3.537037037037037
as272,movie,transit,antonio negret,"james caviezel, james frain, elisabeth rohm, harold perrineau, ryan donowho",united states,Sin dato,2012,R,88 min,action,amazon,88,min,3.490740740740741
as274,movie,trading paint,karzan kader,"john travolta, shania twain, toby sebastian, rosabell laurenti sellers, michael madsen, kevin dunn",Sin dato,Sin dato,2019,R,87 min,action,amazon,87,min,3.521929824561404
as275,movie,tracktown,"jeremy teicher, alexi pappas","alexi pappas, chase offerle, rachel dratch, andy buckley, rebecca friday, sasha spencer atwood, remy teicher, nick symmonds",Sin dato,Sin dato,2017,18+,89 min,comedy,amazon,89,min,3.50998003992016
as276,movie,traci townsend,craig ross jr.,"jazsmin lewis, richard t. jones, victor williams, mari morrow, aaron d. spears, marlon young, jay acovone, suzanne whang, amy hunter, caryn ward",Sin dato,Sin dato,2007,16+,88 min,comedy,amazon,88,min,3.571428571428572
as277,movie,toxification,"rehmat rayatt, leva kwestany","darshan singh rudel, inderjeet singh jaijee, gurpartap singh pannu, amarjit singh, balbir singh, dr nicola cannon, ranbir singh",Sin dato,Sin dato,2019,13+,65 min,documentary,amazon,65,min,3.4868686868686867
as278,movie,tour balas perdidas en madrid,carlos sánchez,Sin dato,Sin dato,Sin dato,2021,G,116 min,music videos and concerts,amazon,116,min,3.5565134099616857
as280,movie,tough guy: the bob probert story,geordie day,"bob probert, joe kocur, don cherry, tie domi, jeremy roenick, chris chelios",Sin dato,Sin dato,2019,16+,93 min,documentary,amazon,93,min,3.589171974522293
as281,movie,touch chesi chudu,vikram sirikonda,"ravi teja, raashi khanna, seerat kapoor",india,Sin dato,2018,13+,142 min,drama,amazon,142,min,3.60332541567696
as284,movie,tortilla soup,maria ripoll,"héctor elizondo, jacqueline obradors, elizabeth peña, tamara mello, raquel welch, paul rodriguez, constance marie",united states,Sin dato,2002,PG-13,104 min,comedy,amazon,104,min,3.5458333333333334
as285,movie,tormented,bert i. gordon,"richard carlson, susan gordon",Sin dato,Sin dato,1960,NR,75 min,horror,amazon,75,min,3.488752556237219
as287,movie,top secret rosies: the female computers of wwii,leann erickson,"jean jennings bartik, marlyn wescoff meltzer, shirley melvin",Sin dato,Sin dato,2010,G,57 min,documentary,amazon,57,min,3.501996007984032
as295,movie,too late for love,edward sloman,"frank morgan, binnie barnes, robert taylor, lois wilson, alan hale, margaret hamilton, louise latimer, maurice murphy, helen parrish, dick winslow, elizabeth young",Sin dato,Sin dato,1934,18+,84 min,drama,amazon,84,min,3.55625
as296,movie,tone bell: can't cancel this,tone bell,tone bell,Sin dato,Sin dato,2019,18+,71 min,arts,amazon,71,min,3.5286975717439293
as297,movie,tomorrow when the war began,stuart beattie,"caitlin stasey, rachel hurd-wood, lincoln lewis, phoebe tonkin, chris pang, ashleigh cummings",Sin dato,Sin dato,2012,R,104 min,action,amazon,104,min,3.486625514403292
as300,movie,tom wilson: bigger than you,manny rodriguez,tom wilson,Sin dato,Sin dato,2009,18+,65 min,arts,amazon,65,min,3.513292433537832
as303,movie,tom sawyer & huckleberry finn,jo kastner,"joel courtney, jake t. austin, val kilmer",Sin dato,Sin dato,2015,PG-13,91 min,action,amazon,91,min,3.5707656612529
as304,movie,"tom rhodes: light, sweet, crude",jay chapman,tom rhodes,Sin dato,Sin dato,2012,G,56 min,arts,amazon,56,min,3.540137614678899
as305,movie,tom papa: live in new york city,rob zombie,tom papa,Sin dato,Sin dato,2011,13+,57 min,arts,amazon,57,min,3.527210884353741
as306,movie,tom papa: freaked out,jay chapman,tom papa,Sin dato,Sin dato,2013,G,60 min,arts,amazon,60,min,3.558568329718004
as307,movie,tom hamilton's american babies,Sin dato,Sin dato,Sin dato,Sin dato,2007,NR,42 min,music videos and concerts,amazon,42,min,3.6217303822937623
as308,movie,tom green: live!,tom green,tom green,Sin dato,Sin dato,2012,18+,55 min,arts,amazon,55,min,3.4364754098360657
as311,movie,tom brown's school days,robert stevenson,Sin dato,Sin dato,Sin dato,1940,ALL,81 min,drama,amazon,81,min,3.511627906976744
as315,movie,todo incluido,roberto ángel salcedo,"fausto mata, cuquín victoria, marío peguero",Sin dato,Sin dato,2015,13+,100 min,comedy,amazon,100,min,3.495850622406639
as317,movie,todd glass: talks about stuff,jay chapman,todd glass,Sin dato,Sin dato,2012,G,46 min,arts,amazon,46,min,3.5049701789264414
as319,movie,to whom it may concern,manu boyer,"dawn olivieri, wilmer valderrama, paloma guzmán, skipp sudduth, tom degnan, camille saviola",Sin dato,Sin dato,2021,16+,95 min,drama,amazon,95,min,3.6044776119402986
as321,movie,to let,ra chezhiyan,"santhosh sreeram, sheela rajkumar, darun, aadhira pandiyalakshmi",Sin dato,Sin dato,2019,ALL,95 min,drama,amazon,95,min,3.435483870967742
as322,movie,to catch a thief,alfred hitchcock,"cary grant, grace kelly, jessie royce landis, john williams, charles vanel, brigitte auber, jean martinelli, georgette anys",united states,Sin dato,1955,PG,106 min,drama,amazon,106,min,3.573839662447257
as323,movie,tj: january 3rd,jonathan miller,tj,Sin dato,Sin dato,2020,18+,57 min,arts,amazon,57,min,3.517505470459519
as324,movie,titus andronicus,Sin dato,Sin dato,Sin dato,Sin dato,2008,NR,32 min,music videos and concerts,amazon,32,min,3.5964360587002098
as325,movie,titanic the shocking truth,tim bell,tony caprari,Sin dato,Sin dato,2012,7+,52 min,documentary,amazon,52,min,3.5726315789473686
as326,movie,tio papi,fro rojas,"joey dedio, frankie faison, kelly mcgillis, franky g",Sin dato,Sin dato,2013,13+,87 min,kids,amazon,87,min,3.4773218142548594
as333,movie,timbertown,"adam dufour, jacob dufour","eleanor brown, cory kays, adam dufour",Sin dato,Sin dato,2021,G,95 min,drama,amazon,95,min,3.4686847599164925
as334,movie,timber war,sam newfield,"kermit maynard, lucille lund, lawrence gray, robert warwick, wheeler oakman, lloyd ingraham",Sin dato,Sin dato,1936,18+,54 min,western,amazon,54,min,3.5926640926640925
as335,movie,timber queen,frank mcdonald,"richard arlen, mary beth hughes, june havoc, sheldon leonard, george e. stone, dick purcell",Sin dato,Sin dato,1944,16+,66 min,action,amazon,66,min,3.4486692015209126
as336,movie,tim minchin: so fing rock,matt askem,tim minchin,Sin dato,Sin dato,2008,G,127 min,arts,amazon,127,min,3.504024144869215
as337,movie,till human voices wake us,michael petroni,"guy pearce, helena bonham carter, frank gallacher, brooke harman, lindley joyner, peter curtin, margot knight, anthony martin, dawn klingberg",Sin dato,Sin dato,2003,R,96 min,drama,amazon,96,min,3.563394683026585
as338,movie,tigercity,Sin dato,Sin dato,Sin dato,Sin dato,2007,NR,43 min,music videos and concerts,amazon,43,min,3.409183673469388
as339,movie,tiger zinda hai,ali abbas zafar,"salman khan, katrina kaif, paresh rawal, girish karnad, anant vidhaat, kumud kumar mishra, angad bedi, sajjad delafrooz",india,Sin dato,2017,13+,159 min,action,amazon,159,min,3.51975051975052
as340,movie,ticket to paradise,aubrey scotto,"roger pryor, wendy barrie, claude gillingwater, andrew tombes, luis alberni, e.e. clive",Sin dato,Sin dato,1936,ALL,67 min,drama,amazon,67,min,3.512422360248447
as341,movie,ticker,albert pyun,"tom sizemore, dennis hopper, steven seagal",united states,Sin dato,2001,R,92 min,action,amazon,92,min,3.610429447852761
as342,movie,tick tock,kevin tenney,"megan ward, john ratzenberger, linden ashby",Sin dato,Sin dato,2000,R,94 min,action,amazon,94,min,3.5030425963488843
as343,movie,thunderbirds are now,Sin dato,Sin dato,Sin dato,Sin dato,2007,NR,29 min,music videos and concerts,amazon,29,min,3.5733752620545074
as345,movie,thunder run on baghdad,jean-pierre krief,Sin dato,Sin dato,Sin dato,2013,13+,132 min,documentary,amazon,132,min,3.5141129032258065
as346,movie,thunder alley (1985),j.s. cardone,Sin dato,Sin dato,Sin dato,1985,R,101 min,drama,amazon,101,min,3.5341409691629955
as347,movie,thunder alley (1967),richard rush,"fabian, annette funicello",Sin dato,Sin dato,1967,7+,89 min,action,amazon,89,min,3.5610766045548656
as348,movie,thugs of hindostan (hindi),vijay krishna acharya,"amitabh bachchan, aamir khan, katrina kaif, fatima sana shaikh, md. zeeshan ayyub, ronit roy, lloyd owen, sharat saxena, ila arun, gavin marshall",Sin dato,Sin dato,2018,16+,164 min,action,amazon,164,min,3.5610021786492374
as349,movie,thrissur pooram (4k uhd),rajesh mohanan nair,"jayasurya, swathy reddy, vijay babu, tg ravi, sabumon",Sin dato,Sin dato,2019,NR,152 min,action,amazon,152,min,3.4604462474645032
as351,movie,three wishes,martha coolidge,"patrick swayze, mary elizabeth mastrantonio, joseph mazzello, seth mumy",united states,Sin dato,1995,13+,116 min,adventure,amazon,116,min,3.572234762979684
as352,movie,three guys named mike,charles walters,"jane wyman, van johnson, barry sullivan, howard keel, phyllis kirk, jeff donnell",Sin dato,Sin dato,1951,13+,90 min,comedy,amazon,90,min,3.601871101871102
as353,movie,those we love,robert florey,"mary astor, kenneth mackenna",Sin dato,Sin dato,1932,NR,73 min,drama,amazon,73,min,3.4338235294117645
as354,movie,thomasine and bushrod,gordon parks jr.,"max julien, vonetta mcgee, george murdock",Sin dato,Sin dato,1974,PG,95 min,action,amazon,95,min,3.5642105263157893
as355,movie,thomas sowell: common sense in a senseless world,kyle clark,"jason riley, larry elder, walter e. williams, steven pinker, dave rubin, eva moskowitz, adaecus brooks, benjamin lacasse, sam peltzman, allen r. sanderson, eric july, victor davis hanson, patrick m. byrne, aaron hunsaker, jennifer van laar, ron losby",Sin dato,Sin dato,2021,ALL,57 min,documentary,amazon,57,min,3.5864583333333333
as356,movie,thomas & friends: the great discovery - the movie,steve asquith,Sin dato,Sin dato,Sin dato,2008,G,61 min,animation,amazon,61,min,3.587128712871287
as357,movie,thomas & friends: tale of the brave - the movie,rob silvestri,martin sherman,Sin dato,Sin dato,2014,G,60 min,animation,amazon,60,min,3.5628803245436105
as358,movie,thomas & friends: sodor's legend of the lost treasure (us),david stoten,joseph may,Sin dato,Sin dato,2015,G,60 min,animation,amazon,60,min,3.4837310195227764
as359,movie,thomas & friends: king of the railway - the movie,rob silvestri,martin sherman,Sin dato,Sin dato,2013,G,62 min,animation,amazon,62,min,3.4787018255578093
